Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Los Angeles,United States,John Lee,Newell,18/04/2020,US-2020-110849,90049,Newell 351,West,Consumer,23/04/2020,Standard Class,California,Art,0.0,3.8048,4,13.12
Office Supplies,Houston,United States,Kunst Miller,Other,18/04/2020,US-2020-100678,77095,Cameo Buff Policy Envelopes,Central,Consumer,22/04/2020,Standard Class,Texas,Envelopes,0.2,50.4063,3,149.352
Office Supplies,Los Angeles,United States,John Lee,Advantus,18/04/2020,US-2020-110849,90049,"Advantus Push Pins, Aluminum Head",West,Consumer,23/04/2020,Standard Class,California,Fasteners,0.0,3.6022,2,11.62
Technology,Houston,United States,Kunst Miller,Kensington,18/04/2020,US-2020-100678,77095,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Central,Consumer,22/04/2020,Standard Class,Texas,Accessories,0.2,28.497,3,227.976
Technology,Los Angeles,United States,John Lee,Ativa,18/04/2020,US-2020-110849,90049,Ativa MDM8000 8-Sheet Micro-Cut Shredder,West,Consumer,23/04/2020,Standard Class,California,Machines,0.2,97.1892,4,287.968
Furniture,San Jose,United States,Nicole Fjeld,Executive Impressions,19/04/2020,US-2020-169460,95123,"Executive Impressions 13"" Chairman Wall Clock",West,Home Office,21/04/2020,Second Class,California,Furnishings,0.0,26.649,3,76.14
Office Supplies,Arlington,United States,Allen Goldenen,GBC,19/04/2020,US-2020-158470,22204,GBC Durable Plastic Covers,South,Consumer,23/04/2020,Second Class,Virginia,Binders,0.0,26.703,3,58.05
Office Supplies,Arlington,United States,Allen Goldenen,Xerox,19/04/2020,US-2020-158470,22204,Xerox 232,South,Consumer,23/04/2020,Second Class,Virginia,Paper,0.0,34.2144,11,71.28
Furniture,Los Angeles,United States,Benjamin Patterson,GE,20/04/2020,US-2020-101462,90045,"GE 4 Foot Flourescent Tube, 40 Watt",West,Consumer,25/04/2020,Standard Class,California,Furnishings,0.0,27.5632,4,59.92
Furniture,Houston,United States,Seth Vernon,Bush,20/04/2020,US-2020-134572,77070,Bush Advantage Collection Round Conference Table,Central,Consumer,22/04/2020,Second Class,Texas,Tables,0.3,-95.67,5,744.1
Furniture,Houston,United States,Seth Vernon,Riverside,20/04/2020,US-2020-134572,77070,Riverside Furniture Stanwyck Manor Table Series,Central,Consumer,22/04/2020,Second Class,Texas,Tables,0.3,-131.951,2,401.59
Office Supplies,Houston,United States,Seth Vernon,Other,20/04/2020,US-2020-134572,77070,"Personal Folder Holder, Ebony",Central,Consumer,22/04/2020,Second Class,Texas,Storage,0.2,5.605,5,44.84
Office Supplies,Los Angeles,United States,Allen Armold,ACCOHIDE,21/04/2020,US-2020-158064,90008,ACCOHIDE Binder by Acco,West,Consumer,25/04/2020,Standard Class,California,Binders,0.2,5.5755,5,16.52
Office Supplies,Henderson,United States,Dorothy Badders,SAFCO,21/04/2020,US-2020-136336,42420,"SAFCO Commercial Wire Shelving, Black",South,Corporate,26/04/2020,Standard Class,Kentucky,Storage,0.0,0.0,6,828.84
Office Supplies,Troy,United States,Aaron Hawkins,ACCOHIDE,22/04/2020,US-2020-122070,12180,"ACCOHIDE 3-Ring Binder, Blue, 1""",East,Corporate,24/04/2020,Second Class,New York,Binders,0.2,3.3453,3,9.912
Office Supplies,Troy,United States,Aaron Hawkins,Staple envelope,22/04/2020,US-2020-122070,12180,Staple envelope,East,Corporate,24/04/2020,Second Class,New York,Envelopes,0.0,121.4416,8,247.84
Furniture,Columbus,United States,Laurel Beltran,Global,23/04/2020,US-2020-150119,43229,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Home Office,27/04/2020,Standard Class,Ohio,Chairs,0.3,-12.0588,2,281.372
Furniture,Columbus,United States,Laurel Beltran,Global,23/04/2020,US-2020-150119,43229,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Home Office,27/04/2020,Standard Class,Ohio,Chairs,0.3,-12.0588,2,281.372
Furniture,Columbus,United States,Laurel Beltran,G. E.,23/04/2020,US-2020-150119,43229,G.E. Halogen Desk Lamp Bulbs,East,Home Office,27/04/2020,Standard Class,Ohio,Furnishings,0.2,7.8176,4,22.336
Office Supplies,Columbus,United States,Laurel Beltran,Other,23/04/2020,US-2020-150119,43229,Zipper Ring Binder Pockets,East,Home Office,27/04/2020,Standard Class,Ohio,Binders,0.7,-5.2416,8,7.488
Office Supplies,Philadelphia,United States,Theresa Swint,Wilson Jones,23/04/2020,US-2020-112564,19134,Wilson Jones Suede Grain Vinyl Binders,East,Corporate,24/04/2020,First Class,Pennsylvania,Binders,0.7,-1.7514,3,2.502
Office Supplies,San Francisco,United States,Nathan Mautz,Xerox,23/04/2020,US-2020-111857,94109,Xerox 1891,West,Home Office,26/04/2020,Second Class,California,Paper,0.0,22.9877,1,48.91
Furniture,San Gabriel,United States,Beth Thompson,Other,25/04/2020,US-2020-166954,91776,GuestStacker Chair with Chrome Finish Legs,West,Home Office,30/04/2020,Standard Class,California,Chairs,0.2,148.704,5,1487.04
Furniture,San Gabriel,United States,Beth Thompson,Tenex,25/04/2020,US-2020-166954,91776,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",West,Home Office,30/04/2020,Standard Class,California,Furnishings,0.0,63.6825,5,303.25
Office Supplies,San Gabriel,United States,Beth Thompson,Kensington,25/04/2020,US-2020-166954,91776,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,West,Home Office,30/04/2020,Standard Class,California,Appliances,0.0,78.5088,3,270.72
Office Supplies,Houston,United States,Dianna Arnett,Other,25/04/2020,US-2020-157406,77095,12 Colored Short Pencils,Central,Home Office,29/04/2020,Standard Class,Texas,Art,0.2,0.546,3,6.24
Office Supplies,Houston,United States,Dianna Arnett,Xerox,25/04/2020,US-2020-157406,77095,Xerox 1985,Central,Home Office,29/04/2020,Standard Class,Texas,Paper,0.2,3.6288,2,10.368
Technology,Wilmington,United States,Lena Creighton,AT&T,25/04/2020,US-2020-110100,28403,AT&T CL2909,South,Consumer,29/04/2020,Standard Class,North Carolina,Phones,0.2,37.797,3,302.376
Furniture,Los Angeles,United States,Aleksandra Gannaway,Bevis,26/04/2020,US-2020-147298,90049,Bevis Steel Folding Chairs,West,Corporate,03/05/2020,Standard Class,California,Chairs,0.2,23.028,3,230.28
Office Supplies,Los Angeles,United States,Marc Harrigan,Newell,26/04/2020,US-2020-116785,90036,Newell 347,West,Home Office,30/04/2020,Standard Class,California,Art,0.0,6.206,5,21.4
Office Supplies,Los Angeles,United States,Aleksandra Gannaway,Acco,26/04/2020,US-2020-147298,90049,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",West,Corporate,03/05/2020,Standard Class,California,Binders,0.2,5.715,6,18.288
Office Supplies,Los Angeles,United States,Marc Harrigan,Avery,26/04/2020,US-2020-116785,90036,Avery 495,West,Home Office,30/04/2020,Standard Class,California,Labels,0.0,5.796,2,12.6
Office Supplies,Baltimore,United States,Muhammed Yedwab,Other,28/04/2020,US-2020-118976,21215,Blackstonian Pencils,East,Corporate,03/05/2020,Standard Class,Maryland,Art,0.0,1.4952,2,5.34
Office Supplies,Baltimore,United States,Muhammed Yedwab,Acco,28/04/2020,US-2020-118976,21215,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Corporate,03/05/2020,Standard Class,Maryland,Binders,0.0,9.387,2,20.86
Office Supplies,Baltimore,United States,Muhammed Yedwab,Avery,28/04/2020,US-2020-118976,21215,Avery 488,East,Corporate,03/05/2020,Standard Class,Maryland,Labels,0.0,1.512,1,3.15
Office Supplies,Newark,United States,George Bell,Avery,28/04/2020,US-2020-140228,43055,Avery File Folder Labels,East,Corporate,03/05/2020,Standard Class,Ohio,Labels,0.2,2.5056,3,6.912
Office Supplies,Baltimore,United States,Muhammed Yedwab,Other,28/04/2020,US-2020-118976,21215,Recycled Steel Personal File for Standard File Folders,East,Corporate,03/05/2020,Standard Class,Maryland,Storage,0.0,129.3786,9,497.61
Office Supplies,Newark,United States,George Bell,Carina,28/04/2020,US-2020-140228,43055,"Carina Mini System Audio Rack, Model AR050B",East,Corporate,03/05/2020,Standard Class,Ohio,Storage,0.2,-37.7332,2,177.568
Office Supplies,Newark,United States,George Bell,Other,28/04/2020,US-2020-140228,43055,X-Rack File for Hanging Folders,East,Corporate,03/05/2020,Standard Class,Ohio,Storage,0.2,2.0322,3,27.096
Technology,Jamestown,United States,David Smith,Logitech,28/04/2020,US-2020-132983,14701,Logitech G600 MMO Gaming Mouse,East,Corporate,03/05/2020,Standard Class,New York,Accessories,0.0,57.5928,2,159.98
Technology,San Francisco,United States,Arianne Irving,Samsung,28/04/2020,US-2020-131387,94122,Samsung Galaxy Mega 6.3,West,Consumer,30/04/2020,First Class,California,Phones,0.2,125.997,5,1679.96
Furniture,Memphis,United States,Laura Armstrong,Global,29/04/2020,US-2020-107811,38109,Global Leather Executive Chair,South,Corporate,03/05/2020,Standard Class,Tennessee,Chairs,0.2,70.198,2,561.584
Furniture,Lake Charles,United States,Harry Greene,Global,29/04/2020,US-2020-142727,70601,"Global Stack Chair without Arms, Black",South,Consumer,01/05/2020,Second Class,Louisiana,Chairs,0.0,12.99,2,51.96
Furniture,Rochester,United States,Lauren Leatherbury,DAX,29/04/2020,US-2020-134061,14609,Dax Clear Box Frame,East,Consumer,04/05/2020,Standard Class,New York,Furnishings,0.0,5.9364,2,17.46
Office Supplies,Lake Charles,United States,Harry Greene,Avery,29/04/2020,US-2020-142727,70601,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,South,Consumer,01/05/2020,Second Class,Louisiana,Binders,0.0,8.6112,3,17.94
Office Supplies,Memphis,United States,Laura Armstrong,Other,29/04/2020,US-2020-107811,38109,2300 Heavy-Duty Transfer File Systems by Perma,South,Corporate,03/05/2020,Standard Class,Tennessee,Storage,0.2,-1.249,5,99.92
Technology,Dover,United States,Katherine Hughes,Square,29/04/2020,US-2020-118304,19901,Square Credit Card Reader,East,Consumer,04/05/2020,Standard Class,Delaware,Phones,0.0,5.1948,2,19.98
Office Supplies,Louisville,United States,Justin MacKendrick,Hunt,30/04/2020,US-2020-160094,40214,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,02/05/2020,First Class,Kentucky,Art,0.0,45.487,5,174.95
Office Supplies,Louisville,United States,Justin MacKendrick,Other,30/04/2020,US-2020-160094,40214,Economy Rollaway Files,South,Consumer,02/05/2020,First Class,Kentucky,Storage,0.0,214.76,5,826.0
Technology,Jackson,United States,Tamara Manning,Maxell,30/04/2020,US-2020-156006,39212,Maxell 4.7GB DVD-RW 3/Pack,South,Consumer,02/05/2020,Second Class,Mississippi,Accessories,0.0,16.2486,3,47.79
Office Supplies,Columbus,United States,Andrew Roberts,Belkin,02/05/2020,US-2020-115056,43229,Belkin 6 Outlet Metallic Surge Strip,East,Consumer,02/05/2020,Same Day,Ohio,Appliances,0.2,1.9602,3,26.136
Technology,Lakeland,United States,Cari Schnelling,Brother,02/05/2020,US-2020-124618,33801,Brother DCP1000 Digital 3 in 1 Multifunction Machine,South,Consumer,04/05/2020,Second Class,Florida,Copiers,0.2,89.997,2,479.984
Office Supplies,Yonkers,United States,Nathan Cano,Avery,03/05/2020,US-2020-135755,10701,"Avery Durable Plastic 1"" Binders",East,Consumer,10/05/2020,Standard Class,New York,Binders,0.2,3.9498,3,10.896
Office Supplies,Yonkers,United States,Nathan Cano,GBC,03/05/2020,US-2020-135755,10701,GBC Poly Designer Binding Covers,East,Consumer,10/05/2020,Standard Class,New York,Binders,0.2,14.5638,3,40.176
Office Supplies,Appleton,United States,Joni Sundaresam,Avery,03/05/2020,US-2020-130274,54915,Avery 481,Central,Home Office,05/05/2020,First Class,Wisconsin,Labels,0.0,10.3488,7,21.56
Furniture,Middletown,United States,Andrew Allen,DAX,04/05/2020,US-2020-155271,6457,DAX Wood Document Frame,East,Consumer,04/05/2020,Same Day,Connecticut,Furnishings,0.0,9.8856,2,27.46
Furniture,Seattle,United States,Bill Shonely,Eldon,04/05/2020,US-2020-148194,98105,"Eldon Regeneration Recycled Desk Accessories, Smoke",West,Corporate,07/05/2020,First Class,Washington,Furnishings,0.0,3.8976,7,12.18
Office Supplies,Seattle,United States,Bill Shonely,Holmes,04/05/2020,US-2020-148194,98105,Holmes Odor Grabber,West,Corporate,07/05/2020,First Class,Washington,Appliances,0.0,19.0344,4,57.68
Office Supplies,Houston,United States,Nat Carroll,Boston,04/05/2020,US-2020-111899,77036,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Central,Consumer,05/05/2020,First Class,Texas,Art,0.2,2.838,2,37.84
Office Supplies,Jackson,United States,Paul MacIntyre,Fellowes,04/05/2020,US-2020-117709,49201,Fellowes Binding Cases,Central,Consumer,08/05/2020,Standard Class,Michigan,Binders,0.0,21.06,4,46.8
Office Supplies,Houston,United States,Nat Carroll,OIC,04/05/2020,US-2020-111899,77036,OIC Thumb-Tacks,Central,Consumer,05/05/2020,First Class,Texas,Fasteners,0.2,1.8468,6,5.472
Furniture,San Antonio,United States,Emily Burns,Global,05/05/2020,US-2020-110219,78207,"Global Value Mid-Back Manager's Chair, Gray",Central,Consumer,08/05/2020,First Class,Texas,Chairs,0.3,-9.1335,3,127.869
Office Supplies,Richmond,United States,Peter Fuller,Newell,05/05/2020,US-2020-166457,40475,Newell 350,South,Consumer,09/05/2020,Second Class,Kentucky,Art,0.0,1.9024,2,6.56
Office Supplies,Arlington,United States,Giulietta Dortch,Storex,05/05/2020,US-2020-111934,22204,Storex Dura Pro Binders,South,Corporate,07/05/2020,First Class,Virginia,Binders,0.0,5.346,2,11.88
Office Supplies,Arlington,United States,Giulietta Dortch,Easy-staple paper,05/05/2020,US-2020-111934,22204,Easy-staple paper,South,Corporate,07/05/2020,First Class,Virginia,Paper,0.0,16.6568,1,35.44
Office Supplies,Richmond,United States,Peter Fuller,Xerox,05/05/2020,US-2020-166457,40475,Xerox 1933,South,Consumer,09/05/2020,Second Class,Kentucky,Paper,0.0,11.5432,2,24.56
Office Supplies,Richmond,United States,Peter Fuller,Adams,05/05/2020,US-2020-166457,40475,"Adams ""While You Were Out"" Message Pads",South,Consumer,09/05/2020,Second Class,Kentucky,Paper,0.0,4.239,3,9.42
Office Supplies,Freeport,United States,Katharine Harms,Eldon,05/05/2020,US-2020-160738,61032,Eldon Portable Mobile Manager,Central,Corporate,10/05/2020,Standard Class,Illinois,Storage,0.2,3.9592,2,45.248
Office Supplies,Los Angeles,United States,Steve Nguyen,Other,06/05/2020,US-2020-154879,90004,Model L Table or Wall-Mount Pencil Sharpener,West,Home Office,11/05/2020,Standard Class,California,Art,0.0,30.2232,6,107.94
Office Supplies,Los Angeles,United States,Harold Pawlan,Wilson Jones,06/05/2020,US-2020-121664,90049,Wilson Jones Legal Size Ring Binders,West,Home Office,10/05/2020,Standard Class,California,Binders,0.2,52.776,8,140.736
Office Supplies,Los Angeles,United States,Steve Nguyen,Staple-on labels,06/05/2020,US-2020-154879,90004,Staple-on labels,West,Home Office,11/05/2020,Standard Class,California,Labels,0.0,2.7166,2,5.78
Furniture,Lawrence,United States,Carol Triggs,Other,07/05/2020,US-2020-166086,1841,"Lifetime Advantage Folding Chairs, 4/Carton",East,Consumer,12/05/2020,Standard Class,Massachusetts,Chairs,0.0,244.2496,4,872.32
Furniture,Lawrence,United States,Carol Triggs,Balt,07/05/2020,US-2020-166086,1841,Balt Split Level Computer Training Table,East,Consumer,12/05/2020,Standard Class,Massachusetts,Tables,0.3,-38.85,2,194.25
Office Supplies,Lawrence,United States,Carol Triggs,Newell,07/05/2020,US-2020-166086,1841,Newell 335,East,Consumer,12/05/2020,Standard Class,Massachusetts,Art,0.0,2.5056,3,8.64
Office Supplies,Lawrence,United States,Carol Triggs,Acco,07/05/2020,US-2020-166086,1841,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Consumer,12/05/2020,Standard Class,Massachusetts,Binders,0.0,7.9086,3,16.14
Furniture,Toronto,Canada,Carol Triggs,Other,07/05/2020,CA-2020-166086,M3C,"Lifetime Advantage Folding Chairs, 4/Carton",East,Consumer,12/05/2020,Standard Class,Ontario,Chairs,0.0,244.2496,4,872.32
Furniture,Toronto,Canada,Carol Triggs,Balt,07/05/2020,CA-2020-166086,M3C,Balt Split Level Computer Training Table,East,Consumer,12/05/2020,Standard Class,Ontario,Tables,0.3,-38.85,2,194.25
Office Supplies,Toronto,Canada,Carol Triggs,Newell,07/05/2020,CA-2020-166086,M3C,Newell 335,East,Consumer,12/05/2020,Standard Class,Ontario,Art,0.0,2.5056,3,8.64
Office Supplies,Toronto,Canada,Carol Triggs,Acco,07/05/2020,CA-2020-166086,M3C,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Consumer,12/05/2020,Standard Class,Ontario,Binders,0.0,7.9086,3,16.14
Technology,Philadelphia,United States,Kean Thornton,Hewlett-Packard,08/05/2020,US-2020-116666,19134,Hewlett Packard LaserJet 3310 Copier,East,Consumer,10/05/2020,First Class,Pennsylvania,Copiers,0.4,239.996,5,1799.97
Office Supplies,Henderson,United States,Sean Braxton,Avery,09/05/2020,US-2020-158771,42420,Avery 518,South,Corporate,09/05/2020,Same Day,Kentucky,Labels,0.0,4.536,3,9.45
Office Supplies,Henderson,United States,Sean Braxton,Avery,09/05/2020,US-2020-158771,42420,Avery 506,South,Corporate,09/05/2020,Same Day,Kentucky,Labels,0.0,9.499,5,20.65
Office Supplies,Henderson,United States,Sean Braxton,Other,09/05/2020,US-2020-158771,42420,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),South,Corporate,09/05/2020,Same Day,Kentucky,Paper,0.0,21.7728,7,45.36
Office Supplies,Henderson,United States,Sean Braxton,Fellowes,09/05/2020,US-2020-158771,42420,Fellowes Super Stor/Drawer,South,Corporate,09/05/2020,Same Day,Kentucky,Storage,0.0,14.985,3,83.25
Technology,San Francisco,United States,Patrick Gardner,Sony,09/05/2020,US-2020-102071,94110,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,West,Consumer,15/05/2020,Standard Class,California,Accessories,0.0,40.3128,3,167.97
Technology,San Francisco,United States,Patrick Gardner,Kingston,09/05/2020,US-2020-102071,94110,Kingston Digital DataTraveler 32GB USB 2.0,West,Consumer,15/05/2020,Standard Class,California,Accessories,0.0,4.068,4,67.8
Furniture,Philadelphia,United States,Art Foster,Bestar,10/05/2020,US-2020-114181,19134,Bestar Classic Bookcase,East,Consumer,14/05/2020,Second Class,Pennsylvania,Bookcases,0.5,-216.9783,7,349.965
Furniture,San Jose,United States,Greg Matthias,Hon,10/05/2020,US-2020-103310,95123,Hon Pagoda Stacking Chairs,West,Consumer,15/05/2020,Standard Class,California,Chairs,0.2,32.098,1,256.784
Office Supplies,Philadelphia,United States,Art Foster,Dixon,10/05/2020,US-2020-114181,19134,DIXON Ticonderoga Erasable Checking Pencils,East,Consumer,14/05/2020,Second Class,Pennsylvania,Art,0.2,5.301,5,22.32
Office Supplies,Kent,United States,Arianne Irving,Strathmore,10/05/2020,US-2020-159709,98031,"Strathmore #10 Envelopes, Ultimate White",West,Consumer,15/05/2020,Standard Class,Washington,Envelopes,0.0,77.4837,3,158.13
Office Supplies,San Jose,United States,Greg Matthias,Southworth,10/05/2020,US-2020-103310,95123,Southworth 25% Cotton Premium Laser Paper and Envelopes,West,Consumer,15/05/2020,Standard Class,California,Paper,0.0,19.1808,2,39.96
Office Supplies,San Jose,United States,Greg Matthias,Acme,10/05/2020,US-2020-103310,95123,Acme Design Stainless Steel Bent Scissors,West,Consumer,15/05/2020,Standard Class,California,Supplies,0.0,11.0808,6,41.04
Technology,San Jose,United States,Greg Matthias,Other,10/05/2020,US-2020-103310,95123,Wilson Electronics DB Pro Signal Booster,West,Consumer,15/05/2020,Standard Class,California,Phones,0.2,125.3,5,1432.0
